IP,Subject_CN,Issuer_CN,Sig_Algo,Pubkey_Type,Pubkey_Bits,NotAfter,SAN,source
,reports.fhda.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-06-25T23:59:59,reports.fhda.edu,crtsh
,housing.cmich.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-12-03T23:31:15,housing.cmich.edu,crtsh
,idm.und.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-08-14T14:50:01,idm.und.edu;provisioning.ndus.edu,crtsh
,*.beloit.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-17T23:59:59,*.beloit.edu;beloit.edu;dcms.beloit.edu,crtsh
,webmail.sanjuan.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-10-11T23:59:59,webmail.sanjuan.edu,crtsh
,vpn.upf.edu,"C=NL, O=TERENA, CN=TERENA SSL CA",,,,2013-12-14T23:59:59,vpn.upf.edu,crtsh
,www.stgregorys.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-12T15:03:16,stgregorys.edu;www.stgregorys.edu,crtsh
,blackboard.bsu.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-08-05T23:59:59,blackboard.bsu.edu;www.blackboard.bsu.edu,crtsh
,www.sbdc.unf.edu,"C=US, O=""Thawte, Inc."", OU=Domain Validated SSL, CN=Thawte DV SSL CA",,,,2013-08-13T23:59:59,www.sbdc.unf.edu,crtsh
,ebill.uncw.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-04-08T23:59:59,ebill.uncw.edu,crtsh
,alumni.phoenix.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-30T23:59:59,alumni.phoenix.edu,crtsh
,bugzilla.andrew.cmu.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High Assurance Secure Server CA",,,,2013-04-12T23:59:59,bugzilla.andrew.cmu.edu;www.bugzilla.andrew.cmu.edu,crtsh
,sso.lewisu.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-05-15T14:30:10,sso.lewisu.edu,crtsh
,sysaid.dss.ucdavis.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-09-14T23:59:59,sysaid.dss.ucdavis.edu;www.sysaid.dss.ucdavis.edu,crtsh
,ww2.ramapo.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO SSL CA",,,,2013-09-05T23:59:59,ww2.ramapo.edu;www.ww2.ramapo.edu,crtsh
,landingschool.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO SSL CA",,,,2013-10-23T23:59:59,landingschool.edu;www.landingschool.edu,crtsh
,massbay.mit.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-11T00:00:15,massbay.mit.edu,crtsh
,dev-cat.libraries.psu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-12T23:59:59,dev-cat.libraries.psu.edu,crtsh
,por-dev.shr.nevada.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-11-04T12:00:00,Nevada System of Higher Education;por-dev.shr.nevada.edu,crtsh
,hrt.msu.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-06-29T20:13:04,hrt.msu.edu,crtsh
,headsup.pbrc.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-10-16T23:59:59,headsup.pbrc.edu,crtsh
,www.mtsu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-07-10T23:10:53,mtsu.edu;www.mtsu.edu,crtsh
,www.health.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-04-01T13:25:19,www.health.harvard.edu,crtsh
,odyssey.northgatech.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-11T23:59:59,odyssey.northgatech.edu;www.odyssey.northgatech.edu,crtsh
,sisyphus.imt.uwm.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-09-30T16:56:54,sisyphus.imt.uwm.edu,crtsh
,webmail.coppin.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-18T23:59:59,autodiscover.coppin.edu;webmail.coppin.edu,crtsh
,moodle.lclark.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-12T23:59:59,moodle.lclark.edu,crtsh
,webmail.sunydutchess.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-06-03T09:43:22,webmail.sunydutchess.edu,crtsh
,jobs.alvincollege.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.alvincollege.edu,crtsh
,status.uvm.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-19T23:59:59,status.uvm.edu,crtsh
,unblock.iu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-05T23:59:59,unblock.iu.edu,crtsh
,myhealth.uark.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-22T17:51:48,myhealth.uark.edu,crtsh
,gonzo.development.yale.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-05-02T23:59:59,gonzo.development.yale.edu,crtsh
,humadvise.byu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-10T12:00:00,humadvise.byu.edu,crtsh
,*.webapps.uga.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-31T14:17:13,*.webapps.uga.edu;webapps.uga.edu,crtsh
,*.law-library.olemiss.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-06-03T12:00:00,*.law-library.olemiss.edu;law-library.olemiss.edu,crtsh
,pnf.hs.pitt.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-23T23:59:59,pnf.hs.pitt.edu,crtsh
,ehs.sph.harvard.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-18T07:46:07,ehs.sph.harvard.edu,crtsh
,*.hofstra.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-16T18:10:59,*.hofstra.edu;hofstra.edu,crtsh
,www.vms.edu,"C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting cc, OU=Certification Services Division, CN=Thawte Server CA, emailAddress=server-certs@thawte.com",,,,2013-06-14T23:59:59,www.vms.edu,crtsh
,campusrec.illinois.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-25T23:59:59,campusrec.illinois.edu,crtsh
,dev.iuspug.iu.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-27T23:59:59,dev.iuspug.iu.edu;www.dev.iuspug.iu.edu,crtsh
,webcalendar.adelaide.edu.au,"C=AU, O=AusCERT, OU=Certificate Services, CN=AusCERT Server CA",,,,2013-12-16T23:59:59,cyclops.services.adelaide.edu.au;discoverer.adelaide.edu.au;magneto.services.adelaide.edu.au;myportal-prd.adelaide.edu.au;nightcrawler.services.adelaide.edu.edu;sso-prd.adelaide.edu.au;webcalendar.adelaide.edu.au,crtsh
,journals.burlington.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-10-30T04:53:54,journals.burlington.edu,crtsh
,calendar.easternct.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-15T23:59:59,calendar.easternct.edu;ecsu-cal2.easternct.edu,crtsh
,webadvisor.flcc.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-12-03T22:57:33,webadvisor.flcc.edu,crtsh
,westernonline.wiu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-03T07:12:57,westernonline.wiu.edu,crtsh
,www4test.uwm.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-04-20T23:59:59,www4test.uwm.edu,crtsh
,portal.tiu.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-29T23:59:59,portal.tiu.edu,crtsh
,admissions.duhs.duke.edu,"C=US, O=SecureTrust Corporation, CN=SecureTrust CA",,,,2013-07-30T16:05:07,admissions.duhs.duke.edu,crtsh
,research.umich.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-02T23:59:59,news.research.umich.edu;research.umich.edu;www.news.research.umich.edu;www.research.umich.edu,crtsh
,sundial.tamu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-10-09T23:59:59,sundial.tamu.edu,crtsh
,campusid.gsu.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-07-12T23:59:59,campusid.gsu.edu;www.campusid.gsu.edu,crtsh
,banweb.wm.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-08-30T13:33:09,banweb.wm.edu,crtsh
,*.umcaz.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-07-16T23:59:59,autodiscover.umcaz.edu;mail.umcaz.edu;*.umcaz.edu;umcaz.edu;webmail.umcaz.edu,crtsh
,www.umsec.umn.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-12T23:59:59,umsec.umn.edu;www.umsec.umn.edu,crtsh
,ibs.colorado.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-11-27T23:59:59,ibs.colorado.edu;www.ibs.colorado.edu,crtsh
,*.gsehd.gwu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-06-10T12:00:00,*.gsehd.gwu.edu;gsehd.gwu.edu,crtsh
,www.cityvision.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-12-19T10:58:48,cityvision.edu;www.cityvision.edu,crtsh
,*.ace.fordham.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-12-21T06:52:23,*.ace.fordham.edu,crtsh
,www.ndm.edu,"C=US, O=""Thawte, Inc."", OU=Domain Validated SSL, CN=Thawte DV SSL CA",,,,2013-11-13T23:59:59,www.ndm.edu,crtsh
,wyso.music.wisc.edu,"C=US, ST=Arizona, L=Scottsdale, O=""Starfield Technologies, Inc."", OU=http://certificates.starfieldtech.com/repository, CN=Starfield Secure Certification Authority, serialNumber=10688435",,,,2013-07-25T20:19:13,www.wyso.music.wisc.edu;wyso.music.wisc.edu,crtsh
,seattlegeni.cs.washington.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-19T23:45:24,seattlegeni.cs.washington.edu;www.seattlegeni.cs.washington.edu,crtsh
,apply.graddiv.ucsc.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-06-13T12:00:00,apply.graddiv.ucsc.edu,crtsh
,blackboard.american.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-06-18T00:03:24,blackboard.american.edu,crtsh
,rias-gateway.rutgers.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-04-28T23:59:59,rias-gateway.rutgers.edu,crtsh
,expresscatering.usc.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-10-26T23:26:33,expresscatering.usc.edu,crtsh
,catalyst.uvm.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-05T23:59:59,catalyst.uvm.edu;www.catalyst.uvm.edu,crtsh
,alumni.brandeis.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-07T23:59:59,alumni.brandeis.edu,crtsh
,business.tulane.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-08-28T23:59:59,business.tulane.edu,crtsh
,portal.phoenix.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-09-01T23:59:59,portal.phoenix.edu,crtsh
,sfponline.caltech.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-28T23:59:59,sfponline.caltech.edu;www.sfponline.caltech.edu,crtsh
,work.jwu.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-23T12:00:00,work.jwu.edu,crtsh
,*.ezproxy.libproxy.db.erau.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-09-17T12:00:00,*.ezproxy.libproxy.db.erau.edu;ezproxy.libproxy.db.erau.edu,crtsh
,*.auc.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-12-17T23:59:59,*.auc.edu;auc.edu,crtsh
,nm.maine.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-17T23:59:59,nm.maine.edu,crtsh
,bh.rockefeller.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-07-12T23:59:59,bh.rockefeller.edu;www.bh.rockefeller.edu,crtsh
,jobs.oakland.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-10-03T22:45:17,jobs.oakland.edu,crtsh
,jobs.unt.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-05-30T18:19:47,jobs.unt.edu,crtsh
,libraryopac.union.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-09T23:59:59,libraryopac.union.edu,crtsh
,sharepoint.georgiasouthern.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-06-06T23:59:59,sharepoint.georgiasouthern.edu,crtsh
,bb9.wilkescc.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-05-09T23:59:59,bb9.wilkescc.edu,crtsh
,preferences.simmons.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-10-04T22:12:40,preferences.simmons.edu,crtsh
,usjadastra.usj.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-22T23:12:38,usjadastra.usj.edu;www.usjadastra.usj.edu,crtsh
,cognos-p.nmsu.edu,"C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting cc, OU=Certification Services Division, CN=Thawte Premium Server CA, emailAddress=premium-server@thawte.com",,,,2013-07-15T23:59:59,cognos-p.nmsu.edu,crtsh
,www.alaska.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-10-05T23:59:59,alaska.edu;www.alaska.edu,crtsh
,cas.cmich.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-08-09T21:21:46,autodiscover.cmich.edu;cas.cmich.edu;imap.cmich.edu;mail2.cmich.edu;mail.cmich.edu;pop.cmich.edu;sync.cmich.edu,crtsh
,bridge.nwc.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-04-16T23:59:59,bridge.nwc.edu,crtsh
,piperline.hamline.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-06-10T09:01:21,piperline.hamline.edu,crtsh
,staging.umms.med.umich.edu,"C=US, ST=UT, L=Salt Lake City, O=The USERTRUST Network, OU=http://www.usertrust.com, CN=UTN-USERFirst-Hardware",,,,2013-09-26T23:59:59,staging.umms.med.umich.edu;www.staging.umms.med.umich.edu,crtsh
,www.stmarytx.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-07-19T12:41:19,stmarytx.edu;www.stmarytx.edu,crtsh
,*.si.umich.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-11-03T15:20:49,*.si.umich.edu;si.umich.edu,crtsh
,KCTCSASAPP01.KCTCS.EDU,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-07-25T23:59:59,KCTCSASAPP01.KCTCS.EDU,crtsh
,*.uidaho.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-12-06T19:08:44,*.uidaho.edu;uidaho.edu;www2.sites.uidaho.edu;www.sites.uidaho.edu,crtsh
,*.jwu.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-09-20T18:21:00,*.jwu.edu;jwu.edu,crtsh
,daniels.du.edu,"C=US, O=""GeoTrust, Inc."", CN=RapidSSL CA",,,,2013-11-18T15:28:07,daniels.du.edu,crtsh
,wiki.brandeis.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-19T23:59:59,wiki.brandeis.edu,crtsh
,www.hst.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=PositiveSSL CA 2",,,,2013-04-20T23:59:59,hst.edu;www.hst.edu,crtsh
,*.csueastbay.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-08-04T17:11:40,*.csueastbay.edu;csueastbay.edu,crtsh
,*.lehigh.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-12-18T21:43:00,*.lehigh.edu;lehigh.edu,crtsh
,email.iona.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-04-10T06:56:11,autodiscover.iona.edu;email.iona.edu;exchange07cas.iona.edu;mail.iona.edu,crtsh
,www.rockefeller.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-08T23:59:59,rockefeller.edu;www.rockefeller.edu,crtsh
,www.dwight.edu,"C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting cc, OU=Certification Services Division, CN=Thawte Server CA, emailAddress=server-certs@thawte.com",,,,2013-06-03T23:59:59,www.dwight.edu,crtsh
,indianalocalgovreform.iu.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-06-27T23:59:59,indianalocalgovreform.iu.edu,crtsh
,email.tch.harvard.edu,"C=US, O=Equifax, OU=Equifax Secure Certificate Authority",,,,2013-03-31T00:14:34,autodiscover.childrens.harvard.edu;emailold.tch.harvard.edu;email.tch.harvard.edu,crtsh
,*.stedwards.edu,"OU=Organization Validation CA, O=GlobalSign, CN=GlobalSign Organization Validation CA",,,,2013-07-16T17:19:15,*.stedwards.edu,crtsh
,jobs.ccp.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-12-17T12:00:00,jobs.ccp.edu,crtsh
,*.umes.edu,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance CA-3",,,,2013-05-20T23:59:59,*.umes.edu;umes.edu,crtsh
,cmds.bluffton.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-06-30T23:59:59,cmds.bluffton.edu,crtsh
,xplore.xu.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-09-02T23:59:59,xplore.xu.edu,crtsh
,myportal.hcc.mass.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-07-19T23:59:59,myportal.hcc.mass.edu,crtsh
,citrix.edmc.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-10-10T23:59:59,citrix.edmc.edu;Education Management Corporation,crtsh
,Outlook.uoregon.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-08-10T16:05:55,AD-CC-CH01.AD.UOREGON.EDU;AD-CC-CH01.UOREGON.EDU;AD-CC-CH02.AD.UOREGON.EDU;AD-CC-CH02.UOREGON.EDU;AD-CC-CH03.AD.UOREGON.EDU;AD-CC-CH03.UOREGON.EDU;AD-CC-EX7.01.AD.UOREGON.EDU;AD-OH-CH01.AD.UOREGON.EDU;AD-OH-CH01.UOREGON.EDU;AD-OH-CH02.AD.UOREGON.EDU;AD-OH-CH02.UOREGON.EDU;AD-OH-CH03.AD.UOREGON.EDU;AD-OH-CH03.UOREGON.EDU;AD-OH-EX7-01.AD.UOREGON.EDU;AD.UOREGON.EDU;AUTODISCOVER.AD.UOREGON.EDU;autodiscover.uoregon.edu;CASArray.ad.uoregon.edu;CASArray.uoregon.edu;EXCHANGERPC.UOREGON.EDU;EXCHANGE.UOREGON.EDU;LEGACY.AD.UOREGON.EDU;LEGACY.FOREST.UOREGON.EDU;LEGACY.UOREGON.EDU;Outlook.uoregon.edu;SYNC.UOREGON.EDU;UOMAIL.UOREGON.EDU;UOX07.UOREGON.EDU,crtsh
,idm.blazernet.uab.edu,"C=US, O=""GeoTrust, Inc."", CN=GeoTrust SSL CA",,,,2013-05-31T10:51:54,idm.blazernet.uab.edu,crtsh
,mysierra.sierracollege.edu,"C=US, O=Network Solutions L.L.C., CN=Network Solutions Certificate Authority",,,,2013-11-21T23:59:59,mysierra.sierracollege.edu,crtsh
,tutortrac.rider.edu,"C=US, O=""VeriSign, Inc."", OU=VeriSign Trust Network, OU=Terms of use at https://www.verisign.com/rpa (c)10, CN=VeriSign Class 3 Secure Server CA - G3",,,,2013-10-31T23:59:59,tutortrac.rider.edu,crtsh
,tickets.anselm.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-12-22T11:09:01,tickets.anselm.edu,crtsh
,ora.ra.cwru.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-07-16T23:59:59,ora.ra.cwru.edu,crtsh
,waitlist.wharton.upenn.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-05-12T23:59:59,waitlist.wharton.upenn.edu,crtsh
,www.concorde.edu,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO High-Assurance Secure Server CA",,,,2013-08-09T23:59:59,concorde.edu;www.concorde.edu,crtsh
,quad.kaplan.edu,"C=US, O=GeoTrust Inc., OU=Domain Validated SSL, CN=GeoTrust DV SSL CA",,,,2013-09-14T11:58:49,quad.kaplan.edu,crtsh
,proxy.library.upenn.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-10-08T23:59:59,proxy.library.upenn.edu,crtsh
,files.qatar.tamu.edu,"C=US, ST=Arizona, L=Scottsdale, O=""GoDaddy.com, Inc."", OU=http://certificates.godaddy.com/repository, CN=Go Daddy Secure Certification Authority, serialNumber=07969287",,,,2013-05-11T08:58:11,files.qatar.tamu.edu;www.files.qatar.tamu.edu,crtsh
,tk20.soe.calpoly.edu,"C=US, O=Internet2, OU=InCommon, CN=InCommon Server CA",,,,2013-08-23T23:59:59,tk20.soe.calpoly.edu,crtsh
,www.cel.cmich.edu,"C=US, O=""Entrust, Inc."", OU=www.entrust.net/rpa is incorporated by reference, OU=""(c) 2009 Entrust, Inc."", CN=Entrust Certification Authority - L1C",,,,2013-06-19T23:19:35,www.cel.cmich.edu,crtsh
,vclab.hccs.edu,"O=VeriSign Trust Network, OU=""VeriSign, Inc."", OU=VeriSign International Server CA - Class 3, OU=www.verisign.com/CPS Incorp.by Ref. LIABILITY LTD.(c)97 VeriSign",,,,2013-04-20T23:59:59,vclab.hccs.edu,crtsh
,oasys.lib.oxy.edu,"C=US, O=""Thawte, Inc."", CN=Thawte SSL CA",,,,2013-08-20T23:59:59,oasys.lib.oxy.edu,crtsh
,*.uco.edu,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Organization Validation CA - G2",,,,2013-09-28T20:25:03,*.uco.edu;uco.edu,crtsh
